systemName;region;route;banner;abbrev;city;root;altRouteNames
cannb;NB;NB100;;;;nb.nb100;
cannb;NB;NB101;;;;nb.nb101;
cannb;NB;NB102;;;;nb.nb102;
cannb;NB;NB103;;;;nb.nb103;
cannb;NB;NB104;;;;nb.nb104;
cannb;NB;NB105;;;;nb.nb105;
cannb;NB;NB106;;;;nb.nb106;
cannb;NB;NB107;;;;nb.nb107;
cannb;NB;NB108;;;;nb.nb108;
cannb;NB;NB109;;;;nb.nb109;
cannb;NB;NB110;;;;nb.nb110;
cannb;NB;NB111;;;;nb.nb111;
cannb;NB;NB112;;;;nb.nb112;
cannb;NB;NB113;;;;nb.nb113;
cannb;NB;NB114;;;;nb.nb114;
cannb;NB;NB115;;;;nb.nb115;
cannb;NB;NB116;;;;nb.nb116;
cannb;NB;NB117;;;;nb.nb117;
cannb;NB;NB118;;;;nb.nb118;
cannb;NB;NB119;;;;nb.nb119;
cannb;NB;NB120;;;;nb.nb120;
cannb;NB;NB121;;;;nb.nb121;
cannb;NB;NB122;;;;nb.nb122;
cannb;NB;NB123;;;;nb.nb123;
cannb;NB;NB124;;;;nb.nb124;
cannb;NB;NB126;;;;nb.nb126;
cannb;NB;NB127;;;;nb.nb127;
cannb;NB;NB128;;;;nb.nb128;
cannb;NB;NB130;;;;nb.nb130;
cannb;NB;NB132;;;;nb.nb132;
cannb;NB;NB133;;;;nb.nb133;
cannb;NB;NB134;;Mon;Moncton;nb.nb134mon;
cannb;NB;NB134;;;;nb.nb134;
cannb;NB;NB135;;;;nb.nb135;
cannb;NB;NB140;;;;nb.nb140;
cannb;NB;NB144;;;;nb.nb144;
cannb;NB;NB145;;;;nb.nb145;
cannb;NB;NB148;;;;nb.nb148;
cannb;NB;NB150;;;;nb.nb150;
cannb;NB;NB160;;;;nb.nb160;
cannb;NB;NB161;;;;nb.nb161;
cannb;NB;NB165;;;;nb.nb165;
cannb;NB;NB170;;;;nb.nb170;
cannb;NB;NB172;;;;nb.nb172;
cannb;NB;NB175;;;;nb.nb175;
cannb;NB;NB176;;;;nb.nb176;
cannb;NB;NB177;;;;nb.nb177;
cannb;NB;NB180;;;;nb.nb180;
cannb;NB;NB190;;;;nb.nb190;
