systemName;route;banner;groupName;roots
fragesd52;D1;-52;;frages.d000152
fragesd52;D2;-52;;frages.d000252
fragesd52;D2B;-52;;frages.d0002b52
fragesd52;D3;-52;;frages.d000352
fragesd52;D4;-52;;frages.d000452
fragesd52;D5;-52;;frages.d000552
fragesd52;D5A;-52;;frages.d0005a52
fragesd52;D6;-52;;frages.d000652
fragesd52;D7;-52;;frages.d000752
fragesd52;D7A;-52;;frages.d0007a52
fragesd52;D8;-52;;frages.d000852
fragesd52;D8A;-52;;frages.d0008a52
fragesd52;D9;-52;;frages.d000952
fragesd52;D10;-52;;frages.d001052
fragesd52;D10C;-52;;frages.d0010c52
fragesd52;D11;-52;;frages.d001152
fragesd52;D12;-52;;frages.d001252
fragesd52;D13;-52;;frages.d001352
fragesd52;D14;-52;;frages.d001452
fragesd52;D15;-52;;frages.d001552
fragesd52;D16;-52;;frages.d001652
fragesd52;D16A;-52;;frages.d0016a52
fragesd52;D17;-52;;frages.d001752
fragesd52;D19;-52;;frages.d001952
fragesd52;D20;-52;;frages.d002052
fragesd52;D20A;-52;;frages.d0020a52
fragesd52;D21;-52;;frages.d002152
fragesd52;D21A;-52;;frages.d0021a52
fragesd52;D23;-52;;frages.d002352
fragesd52;D24;-52;;frages.d002452
fragesd52;D24A;-52;;frages.d0024a52
fragesd52;D25;-52;;frages.d002552
fragesd52;D26;-52;;frages.d002652
fragesd52;D27;-52;;frages.d002752
fragesd52;D33;-52;;frages.d003352
fragesd52;D33A;-52;;frages.d0033a52
fragesd52;D34;-52;;frages.d003452
fragesd52;D35;-52;;frages.d003552
fragesd52;D35A;-52;;frages.d0035a52
fragesd52;D40;-52;;frages.d004052
fragesd52;D40A;-52;;frages.d0040a52
fragesd52;D44;-52;;frages.d004452
fragesd52;D51;-52;;frages.d005152
fragesd52;D52;-52;;frages.d005252
fragesd52;D53;-52;;frages.d005352
fragesd52;D54;-52;;frages.d005452
fragesd52;D55;-52;;frages.d005552
fragesd52;D60;-52;;frages.d006052
fragesd52;D65;-52;;frages.d006552
fragesd52;D65B;-52;;frages.d0065b52
fragesd52;D65C;-52;;frages.d0065c52
fragesd52;D67;-52;;frages.d006752
fragesd52;D67A;-52;;frages.d0067a52
fragesd52;D71;-52;;frages.d007152
fragesd52;D74;-52;;frages.d007452
fragesd52;D101;-52;;frages.d010152
fragesd52;D101A;-52;;frages.d0101a52
fragesd52;D102;-52;;frages.d010252
fragesd52;D103;-52;;frages.d010352
fragesd52;D104;-52;;frages.d010452
fragesd52;D104A;-52;;frages.d0104a52
fragesd52;D105;-52;;frages.d010552
fragesd52;D106;-52;;frages.d010652
fragesd52;D106A;-52;;frages.d0106a52
fragesd52;D107;-52;;frages.d010752
fragesd52;D107A;-52;;frages.d0107a52
fragesd52;D108;-52;;frages.d010852
fragesd52;D109;-52;;frages.d010952
fragesd52;D110;-52;;frages.d011052
fragesd52;D112;-52;;frages.d011252
fragesd52;D113;-52;;frages.d011352
fragesd52;D114;-52;;frages.d011452
fragesd52;D115;-52;;frages.d011552
fragesd52;D115A;-52;;frages.d0115a52
fragesd52;D116;-52;;frages.d011652
fragesd52;D117;-52;;frages.d011752
fragesd52;D118;-52;;frages.d011852
fragesd52;D118A;-52;;frages.d0118a52
fragesd52;D118B;-52;;frages.d0118b52
fragesd52;D119;-52;(Main);frages.d011952
fragesd52;D119;-52;Gonaincourt;frages.d011952gon
fragesd52;D120;-52;;frages.d012052
fragesd52;D120A;-52;;frages.d0120a52
fragesd52;D120B;-52;;frages.d0120b52
fragesd52;D120C;-52;;frages.d0120c52
fragesd52;D121;-52;;frages.d012152
fragesd52;D122;-52;;frages.d012252
fragesd52;D123;-52;;frages.d012352
fragesd52;D124;-52;;frages.d012452
fragesd52;D124A;-52;;frages.d0124a52
fragesd52;D124B;-52;;frages.d0124b52
fragesd52;D125;-52;;frages.d012552
fragesd52;D125A;-52;;frages.d0125a52
fragesd52;D125B;-52;;frages.d0125b52
fragesd52;D125C;-52;;frages.d0125c52
fragesd52;D125D;-52;;frages.d0125d52
fragesd52;D125E;-52;;frages.d0125e52
fragesd52;D125F;-52;;frages.d0125f52
fragesd52;D126;-52;;frages.d012652
fragesd52;D127;-52;;frages.d012752
fragesd52;D128;-52;;frages.d012852
fragesd52;D128A;-52;;frages.d0128a52
fragesd52;D129;-52;Saint-Loup-sur-Aujon;frages.d012952lou
fragesd52;D129;-52;Vivey;frages.d012952
fragesd52;D130;-52;Merrey;frages.d013052
fragesd52;D130;-52;Laneuvelle;frages.d013052lan
fragesd52;D130A;-52;;frages.d0130a52
fragesd52;D130B;-52;;frages.d0130b52
fragesd52;D130C;-52;;frages.d0130c52
fragesd52;D131;-52;;frages.d013152
fragesd52;D132;-52;;frages.d013252
fragesd52;D132A;-52;;frages.d0132a52
fragesd52;D133;-52;;frages.d013352
fragesd52;D134;-52;;frages.d013452
fragesd52;D135;-52;;frages.d013552
fragesd52;D136;-52;;frages.d013652
fragesd52;D137;-52;Cirey-lès-Mareilles;frages.d013752
fragesd52;D137;-52;Forcey;frages.d013752for
fragesd52;D138;-52;;frages.d013852
fragesd52;D138A;-52;;frages.d0138a52
fragesd52;D139;-52;;frages.d013952
fragesd52;D139A;-52;;frages.d0139a52
fragesd52;D140;-52;;frages.d014052
fragesd52;D140A;-52;;frages.d0140a52
fragesd52;D140B;-52;;frages.d0140b52
fragesd52;D141;-52;;frages.d014152
fragesd52;D141A;-52;;frages.d0141a52
fragesd52;D141B;-52;;frages.d0141b52
fragesd52;D141C;-52;;frages.d0141c52
fragesd52;D141D;-52;;frages.d0141d52
fragesd52;D141E;-52;;frages.d0141e52
fragesd52;D141F;-52;;frages.d0141f52
fragesd52;D142;-52;;frages.d014252
fragesd52;D143;-52;;frages.d014352
fragesd52;D143A;-52;;frages.d0143a52
fragesd52;D144;-52;;frages.d014452
fragesd52;D145;-52;;frages.d014552
fragesd52;D146;-52;;frages.d014652
fragesd52;D147;-52;;frages.d014752
fragesd52;D147A;-52;;frages.d0147a52
fragesd52;D148;-52;;frages.d014852
fragesd52;D149;-52;;frages.d014952
fragesd52;D150;-52;;frages.d015052
fragesd52;D151;-52;;frages.d015152
fragesd52;D152;-52;;frages.d015252
fragesd52;D153;-52;;frages.d015352
fragesd52;D153A;-52;;frages.d0153a52
fragesd52;D154;-52;;frages.d015452
fragesd52;D155;-52;;frages.d015552
fragesd52;D156;-52;;frages.d015652
fragesd52;D157;-52;;frages.d015752
fragesd52;D158;-52;;frages.d015852
fragesd52;D158A;-52;;frages.d0158a52
fragesd52;D159;-52;;frages.d015952
fragesd52;D400;-52;;frages.d040052
fragesd52;D417;-52;;frages.d041752
fragesd52;D417A;-52;;frages.d0417a52
fragesd52;D427;-52;;frages.d042752
fragesd52;D427A;-52;;frages.d0427a52
fragesd52;D428;-52;;frages.d042852
fragesd52;D428E;-52;;frages.d0428e52
fragesd52;D429;-52;;frages.d042952
fragesd52;D460;-52;;frages.d046052
fragesd52;D619;-52;;frages.d061952
fragesd52;D635;-52;;frages.d063552
fragesd52;D674;-52;;frages.d067452
fragesd52;D974;-52;;frages.d097452
