system;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
fraoccm31;FRA-OCC;M1;-31;;Blagnac;fraocc.m000131;
fraoccm31;FRA-OCC;M1;-31;Dre;Drémil-Lafage;fraocc.m000131dre;
fraoccm31;FRA-OCC;M1C;-31;;;fraocc.m0001c31;
fraoccm31;FRA-OCC;M1D;-31;;;fraocc.m0001d31;
fraoccm31;FRA-OCC;M1E;-31;;;fraocc.m0001e31;
fraoccm31;FRA-OCC;M2;-31;;Blagnac;fraocc.m000231;
fraoccm31;FRA-OCC;M2;-31;Ore;Saint-Orens-de-Gameville;fraocc.m000231ore;
fraoccm31;FRA-OCC;M2A;-31;;;fraocc.m0002a31;
fraoccm31;FRA-OCC;M2B;-31;;;fraocc.m0002b31;
fraoccm31;FRA-OCC;M2C;-31;;;fraocc.m0002c31;
fraoccm31;FRA-OCC;M4;-31;;Castelginest;fraocc.m000431;
fraoccm31;FRA-OCC;M4;-31;ToS;Toulouse-South;fraocc.m000431tos;
fraoccm31;FRA-OCC;M4D;-31;;;fraocc.m0004d31;
fraoccm31;FRA-OCC;M14;-31;;;fraocc.m01431;
fraoccm31;FRA-OCC;M14A;-31;;;fraocc.m014a31;
fraoccm31;FRA-OCC;M15;-31;;Castelginest;fraocc.m01531;
fraoccm31;FRA-OCC;M15;-31;Mon;Monlong;fraocc.m01531mon;
fraoccm31;FRA-OCC;M15;-31;Cug;Cugnaux;fraocc.m01531cug;
fraoccm31;FRA-OCC;M15C;-31;;;fraocc.m015c31;
fraoccm31;FRA-OCC;M16;-31;;;fraocc.m01631;
fraoccm31;FRA-OCC;M16F;-31;;;fraocc.m016f31;
fraoccm31;FRA-OCC;M18;-31;;;fraocc.m01831;
fraoccm31;FRA-OCC;M18D;-31;;;fraocc.m018d31;
fraoccm31;FRA-OCC;M20;-31;;;fraocc.m02031;
fraoccm31;FRA-OCC;M23;-31;;;fraocc.m02331;
fraoccm31;FRA-OCC;M24;-31;;Pibrac;fraocc.m02431;
fraoccm31;FRA-OCC;M24;-31;CuW;Cugnaux-West;fraocc.m02431cuw;
fraoccm31;FRA-OCC;M24;-31;CuE;Cugnaux-East;fraocc.m02431cue;
fraoccm31;FRA-OCC;M24C;-31;;;fraocc.m024c31;
fraoccm31;FRA-OCC;M24D;-31;;;fraocc.m024d31;
