systemName;region;route;banner;abbrev;city;root;altRouteNames;
roudj;ROU;DJ100;;;;rou.dj100;
roudj;ROU;DJ100B;;;;rou.dj100b;
roudj;ROU;DJ100C;;;;rou.dj100c;
roudj;ROU;DJ100D;;;;rou.dj100d;
roudj;ROU;DJ100E;;;;rou.dj100e;
roudj;ROU;DJ100F;;;;rou.dj100f;
roudj;ROU;DJ100G;;;;rou.dj100g;
roudj;ROU;DJ100H;;;;rou.dj100h;
roudj;ROU;DJ100L;;;;rou.dj100l;
roudj;ROU;DJ100M;;;;rou.dj100m;
roudj;ROU;DJ100N;;;;rou.dj100n;
roudj;ROU;DJ101;;;;rou.dj101;
roudj;ROU;DJ101A;;;;rou.dj101a;
roudj;ROU;DJ101B;;;;rou.dj101b;
roudj;ROU;DJ101C;;;;rou.dj101c;
roudj;ROU;DJ101D;;;;rou.dj101d;
roudj;ROU;DJ101E;;;;rou.dj101e;
roudj;ROU;DJ101F;;;;rou.dj101f;
roudj;ROU;DJ101G;;;;rou.dj101g;
roudj;ROU;DJ101I;;;;rou.dj101i;
roudj;ROU;DJ101N;;;;rou.dj101n;
roudj;ROU;DJ101P;;;;rou.dj101p;
roudj;ROU;DJ101R;;;;rou.dj101r;
roudj;ROU;DJ101S;;;;rou.dj101s;
roudj;ROU;DJ101T;;;;rou.dj101t;
roudj;ROU;DJ102;;;;rou.dj102;
roudj;ROU;DJ102B;;;;rou.dj102b;
roudj;ROU;DJ102C;;;;rou.dj102c;
roudj;ROU;DJ102D;;;;rou.dj102d;
roudj;ROU;DJ102E;;;;rou.dj102e;
roudj;ROU;DJ102F;;;;rou.dj102f;
roudj;ROU;DJ102H;;;;rou.dj102h;
roudj;ROU;DJ102I;;;;rou.dj102i;
roudj;ROU;DJ102K;;;;rou.dj102k;
roudj;ROU;DJ102L;;;;rou.dj102l;
roudj;ROU;DJ102M;;;;rou.dj102m;
roudj;ROU;DJ102N;;;;rou.dj102n;
roudj;ROU;DJ102P;;;;rou.dj102p;
roudj;ROU;DJ102R;;;;rou.dj102r;
roudj;ROU;DJ103;;;;rou.dj103;
roudj;ROU;DJ103A;;;;rou.dj103a;
roudj;ROU;DJ103B;;;;rou.dj103b;
roudj;ROU;DJ103C;;;;rou.dj103c;
roudj;ROU;DJ103D;;;;rou.dj103d;
roudj;ROU;DJ103E;;;;rou.dj103e;
roudj;ROU;DJ103F;;;;rou.dj103f;
roudj;ROU;DJ103G;;;;rou.dj103g;
roudj;ROU;DJ103H;;;;rou.dj103h;
roudj;ROU;DJ103I;;;;rou.dj103i;
roudj;ROU;DJ103J;;;;rou.dj103j;
roudj;ROU;DJ103K;;;;rou.dj103k;
roudj;ROU;DJ103L;;;;rou.dj103l;
roudj;ROU;DJ103M;;;;rou.dj103m;
roudj;ROU;DJ103N;;;;rou.dj103n;
roudj;ROU;DJ103P;;;;rou.dj103p;
roudj;ROU;DJ103R;;;;rou.dj103r;
roudj;ROU;DJ103S;;;;rou.dj103s;
roudj;ROU;DJ103T;;;;rou.dj103t;
roudj;ROU;DJ103U;;;;rou.dj103u;
roudj;ROU;DJ104A;;;;rou.dj104a;
roudj;ROU;DJ104B;;;;rou.dj104b;
roudj;ROU;DJ104C;;;;rou.dj104c;
roudj;ROU;DJ104D;;;;rou.dj104d;
roudj;ROU;DJ104E;;;;rou.dj104e;
roudj;ROU;DJ104F;;;;rou.dj104f;
roudj;ROU;DJ104G;;;;rou.dj104g;
roudj;ROU;DJ104K;;;;rou.dj104k;
roudj;ROU;DJ104N;;;;rou.dj104n;
roudj;ROU;DJ105;;;;rou.dj105;
roudj;ROU;DJ105A;;;;rou.dj105a;
roudj;ROU;DJ105B;;;;rou.dj105b;
roudj;ROU;DJ105C;;;;rou.dj105c;
roudj;ROU;DJ105D;;;(Main);rou.dj105d;
roudj;ROU;DJ105D;;Car;Carta;rou.dj105dcar;
roudj;ROU;DJ105E;;;;rou.dj105e;
roudj;ROU;DJ105F;;;;rou.dj105f;
roudj;ROU;DJ105G;;;;rou.dj105g;
roudj;ROU;DJ105H;;;;rou.dj105h;
roudj;ROU;DJ105J;;;;rou.dj105j;
roudj;ROU;DJ105L;;;;rou.dj105l;
roudj;ROU;DJ105M;;;;rou.dj105m;
roudj;ROU;DJ105N;;;;rou.dj105n;
roudj;ROU;DJ105P;;;;rou.dj105p;
roudj;ROU;DJ105S;;;;rou.dj105s;
roudj;ROU;DJ105T;;;;rou.dj105t;
roudj;ROU;DJ106;;;;rou.dj106;
roudj;ROU;DJ106A;;;;rou.dj106a;
roudj;ROU;DJ106B;;;;rou.dj106b;
roudj;ROU;DJ106C;;;;rou.dj106c;
roudj;ROU;DJ106D;;;;rou.dj106d;
roudj;ROU;DJ106E;;;;rou.dj106e;
roudj;ROU;DJ106F;;;;rou.dj106f;
roudj;ROU;DJ106G;;;;rou.dj106g;
roudj;ROU;DJ106H;;;;rou.dj106h;
roudj;ROU;DJ106I;;;;rou.dj106i;
roudj;ROU;DJ106J;;;;rou.dj106j;
roudj;ROU;DJ106K;;;;rou.dj106k;
roudj;ROU;DJ106L;;;;rou.dj106l;
roudj;ROU;DJ106M;;;;rou.dj106m;
roudj;ROU;DJ106N;;;;rou.dj106n;
roudj;ROU;DJ106P;;;;rou.dj106p;
