systemName;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
jpnhky;JPN;N3;;;;jpn.n003;
jpnhky;JPN;N3;Byp;Hak;Hakata Bypass;jpn.n003byphak;
jpnhky;JPN;N3;Byp;Izu;Izumi Bypass (E3A);jpn.n003bypizu;
jpnhky;JPN;N3;Byp;Kag;Kagoshima Bypass (E3A);jpn.n003bypkag;
jpnhky;JPN;N3;Byp;Kum;Kumamoto North Bypass;jpn.n003bypkum;
jpnhky;JPN;N3;Byp;Kur;Kurosaki Bypass;jpn.n003bypkur;
jpnhky;JPN;N3;Byp;Uek;Ueki Bypass;jpn.n003bypuek;
jpnhky;JPN;N3;Byp;Yat;Yatsushiro Bypass (E3A);jpn.n003bypyat;
jpnhky;JPN;N10;;;;jpn.n010;
jpnhky;JPN;N10;Byp;Hay;Hayato Bypass;jpn.n010byphay;
jpnhky;JPN;N10;Byp;Kag;Kagoshima North Bypass;jpn.n010bypkag;
jpnhky;JPN;N10;Byp;Miy;Miyakonojo-Shibushi Road;jpn.n010bypmiy;
jpnhky;JPN;N10;Byp;Nob;Nobeoka Bypass;jpn.n010bypnob;
jpnhky;JPN;N10;Byp;Oit;Ōita South Bypass;jpn.n010bypoit;
jpnhky;JPN;N10;Byp;Shi;Shīda Bypass;jpn.n010bypshi;
jpnhky;JPN;N10;Byp;Tot;Totoro Bypass;jpn.n010byptot;
jpnhky;JPN;N10;Byp;Usa;Usa-Beppu Bypass;jpn.n010bypusa;
jpnhky;JPN;N34;;;;jpn.n034;
jpnhky;JPN;N34;Byp;Nag;Nagasaki Bypass (E96);jpn.n034bypnag;
jpnhky;JPN;N34;Byp;Sho;Nagasaki Bypass Showa Spur (E96);jpn.n034bypsho;
jpnhky;JPN;N34;Byp;Tak;Takeo Bypass;jpn.n034byptak;
jpnhky;JPN;N35;;;;jpn.n035;
jpnhky;JPN;N57;;;;jpn.n057;
jpnhky;JPN;N57;;Nag;Nagasaki;jpn.n057nag;
jpnhky;JPN;N57;Byp;Kit;Kitagawa-Fukkyū Road;jpn.n057bypkit;
jpnhky;JPN;N58;;;Kagoshima;jpn.n058;
jpnhky;JPN;N58;;Ama;Amami Oshima;jpn.n058ama;
jpnhky;JPN;N58;;Oki;Okinawa;jpn.n058oki;
jpnhky;JPN;N58;;Tan;Tanegashima;jpn.n058tan;
jpnhky;JPN;N58;Byp;Gin;Ginowan Bypass;jpn.n058bypgin;
jpnhky;JPN;N58;Byp;Nag;Nago East Bypass;jpn.n058bypnag;
jpnhky;JPN;N58;Byp;Nah;Naha West Road;jpn.n058bypnah;
jpnhky;JPN;N58;Byp;OnM;Onna South Bypass;jpn.n058byponm;
jpnhky;JPN;N58;Byp;Onn;Onna Bypass;jpn.n058byponn;
jpnhky;JPN;N58;Byp;Ura;Urasoe North Road;jpn.n058bypura;
jpnhky;JPN;N58;Byp;YoN;Yomitan Road N segment;jpn.n058bypyon;
jpnhky;JPN;N58;Byp;YoS;Yomitan Road S segment;jpn.n058bypyos;
jpnhky;JPN;N197;;Oit;Ōita;jpn.n197oit;
jpnhky;JPN;N197;;Sag;Saganoseki Old Road;jpn.n197sag;
jpnhky;JPN;N197;;Tak;Takasagomachi Oita Spur;jpn.n197tak;
jpnhky;JPN;N197;Byp;Oit;Ōita South Bypass;jpn.n197bypoit;
jpnhky;JPN;N198;;;;jpn.n198;
jpnhky;JPN;N199;;;;jpn.n199;
jpnhky;JPN;N199;;Kit;Kitakyūshū Old Road;jpn.n199kit;
jpnhky;JPN;N199;Byp;Hon;Honjo Bypass;jpn.n199byphon;
jpnhky;JPN;N200;;;;jpn.n200;
jpnhky;JPN;N200;Byp;Hiy;Hiyamizu Bypass;jpn.n200byphiy;
jpnhky;JPN;N200;Byp;Nog;Nōgata-Īzuka Bypass;jpn.n200bypnog;
jpnhky;JPN;N201;;;;jpn.n201;
jpnhky;JPN;N201;Byp;Yak;Yakiyama-Īzuka Bypass;jpn.n201bypyak;
jpnhky;JPN;N201;Byp;Yuk;Yukuhashi Bypass;jpn.n201bypyuk;
jpnhky;JPN;N202;;;;jpn.n202;
jpnhky;JPN;N202;;Asa;Asahio Bridge;jpn.n202asa;
jpnhky;JPN;N202;;Ose;Ōseto Old Road;jpn.n202ose;
jpnhky;JPN;N202;Byp;Ega;Egami Bypass;jpn.n202bypega;
jpnhky;JPN;N202;Byp;Fuk;Fukuoka Outer Loop Road;jpn.n202bypfuk;
jpnhky;JPN;N202;Byp;Ima;Imajuku Bypass;jpn.n202bypima;
jpnhky;JPN;N203;;;;jpn.n203;
jpnhky;JPN;N203;Byp;Kyu;Kyūragi-Taku Road;jpn.n203bypkyu;
jpnhky;JPN;N203;Byp;Tak;Taku East Bypass;jpn.n203byptak;
jpnhky;JPN;N204;;;;jpn.n204;
jpnhky;JPN;N204;Byp;Ima;Imari Bypass;jpn.n204bypima;
